Split,Horizon,Method,LagSet,y_true,y_pred,Store
6,3,XGBoost,lag7,71.0,63.80290222167969,Baltimore
6,4,XGBoost,lag7,69.0,63.32500457763672,Baltimore
6,5,XGBoost,lag7,77.0,90.00740051269531,Baltimore
6,6,XGBoost,lag7,118.0,131.6348114013672,Baltimore
6,7,XGBoost,lag7,97.0,101.41033935546875,Baltimore
6,1,RandomForest,lag14,61.0,67.55,Baltimore
6,2,RandomForest,lag14,73.0,60.97,Baltimore
6,3,RandomForest,lag14,71.0,87.24,Baltimore
6,4,RandomForest,lag14,69.0,106.4,Baltimore
6,5,RandomForest,lag14,77.0,135.89,Baltimore
6,6,RandomForest,lag14,118.0,133.51,Baltimore
6,7,RandomForest,lag14,97.0,97.26,Baltimore
6,1,XGBoost,lag14,61.0,45.61689376831055,Baltimore
6,2,XGBoost,lag14,73.0,53.33736801147461,Baltimore
6,3,XGBoost,lag14,71.0,60.73116683959961,Baltimore
6,4,XGBoost,lag14,69.0,70.8731460571289,Baltimore
6,5,XGBoost,lag14,77.0,94.2940673828125,Baltimore
6,6,XGBoost,lag14,118.0,121.54590606689453,Baltimore
6,7,XGBoost,lag14,97.0,54.67098617553711,Baltimore
7,1,SeasonalNaive7,-,73.0,57.0,Baltimore
7,2,SeasonalNaive7,-,71.0,75.0,Baltimore
7,3,SeasonalNaive7,-,69.0,63.0,Baltimore
7,4,SeasonalNaive7,-,77.0,80.0,Baltimore
7,5,SeasonalNaive7,-,118.0,128.0,Baltimore
7,6,SeasonalNaive7,-,97.0,95.0,Baltimore
7,7,SeasonalNaive7,-,61.0,61.0,Baltimore
7,1,ETS_HoltWinters,-,73.0,13.529718827597378,Baltimore
7,2,ETS_HoltWinters,-,71.0,25.83898820675119,Baltimore
7,3,ETS_HoltWinters,-,69.0,33.09362514844278,Baltimore
7,4,ETS_HoltWinters,-,77.0,70.33797776098841,Baltimore
7,5,ETS_HoltWinters,-,118.0,163.6766074986248,Baltimore
7,6,ETS_HoltWinters,-,97.0,102.55265495822589,Baltimore
7,7,ETS_HoltWinters,-,61.0,54.54099261954216,Baltimore
7,1,ARIMA,-,73.0,88.17893960319236,Baltimore
7,2,ARIMA,-,71.0,102.54642876132012,Baltimore
7,3,ARIMA,-,69.0,110.14145445852107,Baltimore
7,4,ARIMA,-,77.0,114.15638112429207,Baltimore
7,5,ARIMA,-,118.0,116.27877501394799,Baltimore
7,6,ARIMA,-,97.0,117.40072721826895,Baltimore
7,7,ARIMA,-,61.0,117.99382011912759,Baltimore
7,1,RandomForest,lag7,73.0,62.37,Baltimore
7,2,RandomForest,lag7,71.0,86.81,Baltimore
7,3,RandomForest,lag7,69.0,83.61,Baltimore
7,4,RandomForest,lag7,77.0,123.49,Baltimore
7,5,RandomForest,lag7,118.0,130.42,Baltimore
7,6,RandomForest,lag7,97.0,99.27,Baltimore
7,7,RandomForest,lag7,61.0,68.52,Baltimore
7,1,XGBoost,lag7,73.0,61.923927307128906,Baltimore
7,2,XGBoost,lag7,71.0,94.86322784423828,Baltimore
7,3,XGBoost,lag7,69.0,79.03166198730469,Baltimore
7,4,XGBoost,lag7,77.0,103.52276611328125,Baltimore
7,5,XGBoost,lag7,118.0,114.94048309326172,Baltimore
7,6,XGBoost,lag7,97.0,85.7643814086914,Baltimore
7,7,XGBoost,lag7,61.0,62.680274963378906,Baltimore
7,1,RandomForest,lag14,73.0,62.74,Baltimore
7,2,RandomForest,lag14,71.0,100.06,Baltimore
7,3,RandomForest,lag14,69.0,87.3,Baltimore
7,4,RandomForest,lag14,77.0,123.72,Baltimore
7,5,RandomForest,lag14,118.0,130.66,Baltimore
7,6,RandomForest,lag14,97.0,95.62,Baltimore
7,7,RandomForest,lag14,61.0,75.07,Baltimore
7,1,XGBoost,lag14,73.0,57.6891975402832,Baltimore
7,2,XGBoost,lag14,71.0,82.39432525634766,Baltimore
7,3,XGBoost,lag14,69.0,122.58594512939453,Baltimore
7,4,XGBoost,lag14,77.0,112.22671508789062,Baltimore
7,5,XGBoost,lag14,118.0,76.62164306640625,Baltimore
7,6,XGBoost,lag14,97.0,59.35841369628906,Baltimore
7,7,XGBoost,lag14,61.0,49.26799392700195,Baltimore
8,1,SeasonalNaive7,-,71.0,75.0,Baltimore
8,2,SeasonalNaive7,-,69.0,63.0,Baltimore
8,3,SeasonalNaive7,-,77.0,80.0,Baltimore
8,4,SeasonalNaive7,-,118.0,128.0,Baltimore
8,5,SeasonalNaive7,-,97.0,95.0,Baltimore
8,6,SeasonalNaive7,-,61.0,61.0,Baltimore
8,7,SeasonalNaive7,-,65.0,73.0,Baltimore
8,1,ETS_HoltWinters,-,71.0,65.47186713545752,Baltimore
8,2,ETS_HoltWinters,-,69.0,72.77798411568341,Baltimore
8,3,ETS_HoltWinters,-,77.0,110.23126390588536,Baltimore
8,4,ETS_HoltWinters,-,118.0,203.37946694548395,Baltimore
8,5,ETS_HoltWinters,-,97.0,142.1302200877206,Baltimore
8,6,ETS_HoltWinters,-,61.0,93.98737105529295,Baltimore
8,7,ETS_HoltWinters,-,65.0,52.65740097427032,Baltimore
8,1,ARIMA,-,71.0,94.37338807740122,Baltimore
8,2,ARIMA,-,69.0,105.67321120917569,Baltimore
8,3,ARIMA,-,77.0,111.64727588937451,Baltimore
8,4,ARIMA,-,118.0,114.80568362611531,Baltimore
8,5,ARIMA,-,97.0,116.47549136431545,Baltimore
8,6,ARIMA,-,61.0,117.35829628216,Baltimore
8,7,ARIMA,-,65.0,117.82502338201796,Baltimore
8,1,RandomForest,lag7,71.0,82.92,Baltimore
